designer,season,num_looks,silhouette_slim,silhouette_oversized,silhouette_structured,silhouette_draped,fabric_heavy,fabric_light,fabric_leather,fabric_denim,fabric_knit,fabric_cotton,layering_heavy,layering_minimal,color_black,color_white,color_earth_tones,color_bright,color_muted,color_plaid,distressed,patchwork,raw_edges,deconstructed,graphic_print,floral_print,abstract_print,no_print,military,punk_grunge,tailored_formal,streetwear_casual,gothic_dark
sacai,spring-2018-menswear,50,0.16865313,0.24937795,0.22136892,0.19281399,0.15976934,0.18939897,0.17509323,0.1675234,0.16992018,0.2038826,0.22618163,0.21101218,0.16299284,0.16252305,0.13419747,0.17289937,0.19316734,0.19230685,0.17981824,0.20306167,0.22821589,0.2597021,0.20815681,0.20562708,0.19973877,0.21339922,0.20163974,0.16916874,0.16490808,0.21007624,0.077909246
sacai,spring-2019-menswear,57,0.17388326,0.25130624,0.22346951,0.19025181,0.19213535,0.18268053,0.17157075,0.17067294,0.18268624,0.2027869,0.24770407,0.21528031,0.1627434,0.12868552,0.16472806,0.18910417,0.19594355,0.19482411,0.18876602,0.22442232,0.24350706,0.2673135,0.20374562,0.19272672,0.20776598,0.20827669,0.21383616,0.19145146,0.15555067,0.21880479,0.09502358
sacai,spring-2020-menswear,58,0.18722644,0.25914338,0.21773554,0.20329955,0.20031367,0.19862196,0.19788967,0.19316486,0.18428802,0.21348163,0.24669981,0.22133304,0.20170943,0.15453853,0.20361738,0.16038531,0.21389093,0.19195798,0.19222413,0.21948615,0.23798414,0.25490105,0.21288826,0.21156687,0.20357907,0.22052744,0.24391316,0.1901643,0.18607408,0.235717,0.12661009
sacai,spring-2021-menswear,31,0.18212707,0.2400296,0.21875124,0.16765003,0.19948424,0.1848411,0.1781778,0.17738107,0.17707132,0.21387184,0.24503523,0.23024094,0.17193852,0.13723896,0.1986993,0.17819957,0.2416142,0.20766026,0.19859856,0.23619923,0.23139839,0.24406804,0.19859232,0.19084483,0.20537405,0.23407453,0.22862269,0.20455047,0.17217685,0.25156978,0.11419585
sacai,spring-2022-menswear,34,0.19530308,0.25304216,0.25219426,0.18695538,0.20730338,0.20197566,0.19018564,0.16593105,0.1905617,0.21744022,0.22535478,0.2353921,0.19813001,0.14951506,0.19547881,0.1853628,0.24759181,0.19725819,0.18249561,0.21154076,0.2356439,0.25424278,0.18777929,0.18100725,0.19348305,0.24384552,0.22955294,0.20326477,0.19829151,0.25378022,0.1413446
sacai,spring-2023-menswear,32,0.17508188,0.26008207,0.22064582,0.17424376,0.19505143,0.19100732,0.16237591,0.17420536,0.18618648,0.2247243,0.2516327,0.24041864,0.16108687,0.15807614,0.18002707,0.1598506,0.23614764,0.19813347,0.20533071,0.2281324,0.24059814,0.24664578,0.19455259,0.18020141,0.19515747,0.23535596,0.19543317,0.20964848,0.16831866,0.24763082,0.13103515
sacai,spring-2024-menswear,61,0.19246788,0.25364003,0.25215867,0.20303304,0.1887219,0.21122345,0.20434333,0.17319311,0.18650721,0.2171902,0.23140946,0.23667222,0.22530085,0.16026321,0.19394729,0.1746816,0.2027662,0.18079248,0.18774416,0.20210691,0.25487357,0.26974082,0.19945255,0.20170815,0.20351388,0.24019457,0.23321642,0.1917606,0.18616575,0.2410381,0.13627644
sacai,spring-2025-menswear,66,0.19042847,0.25340763,0.24580158,0.20326784,0.19420937,0.20795679,0.20504536,0.1815154,0.17338523,0.2079123,0.23159096,0.22737895,0.21064177,0.16243377,0.2049767,0.15434223,0.21606845,0.18503922,0.16249177,0.19821307,0.22875728,0.2583934,0.18151341,0.18354823,0.18371876,0.22483355,0.23524292,0.15969816,0.20479967,0.21059415,0.11583985
sacai,spring-2026-menswear,38,0.19149925,0.26269358,0.2462554,0.18065982,0.22307675,0.19504264,0.19302213,0.19869752,0.17700769,0.24116702,0.23266605,0.25326046,0.20445454,0.16129482,0.2193977,0.1600596,0.2431312,0.17665985,0.1756076,0.2021944,0.24518505,0.25115815,0.17585199,0.14855346,0.17202659,0.26527077,0.22990872,0.18113156,0.216578,0.24339232,0.1368944
undercover,fall-2015-menswear,37,0.22123599,0.20901473,0.2320616,0.16502039,0.23332232,0.16965656,0.1915487,0.19298218,0.19629535,0.21625035,0.2225226,0.2249818,0.16375431,0.1086832,0.18962596,0.19104524,0.22375035,0.21657768,0.15190493,0.21486667,0.21378261,0.22861826,0.18960008,0.17314376,0.19216907,0.23945878,0.18011399,0.21590765,0.22496393,0.23036477,0.16343325
undercover,fall-2016-menswear,63,0.18871193,0.20711234,0.22457556,0.17115481,0.21176317,0.17606269,0.19448234,0.17717607,0.18331596,0.21826968,0.23079963,0.2322768,0.17353314,0.1640144,0.19355968,0.14535497,0.22309412,0.18355814,0.16178541,0.20376654,0.21731089,0.21686117,0.19185898,0.20177265,0.17899768,0.23336399,0.21296598,0.18430538,0.21400334,0.21754146,0.16092603
undercover,fall-2017-menswear,43,0.19503404,0.24700841,0.23689911,0.1955994,0.25402734,0.18344031,0.20962583,0.17879094,0.2173261,0.23309208,0.26698622,0.2361668,0.16527724,0.1432481,0.25182027,0.15795273,0.27374756,0.21313986,0.19398066,0.22916572,0.2429494,0.2627412,0.18655571,0.17062248,0.19388534,0.24919306,0.23913038,0.22291741,0.1780385,0.24910742,0.17524247
undercover,fall-2018-menswear,47,0.18623894,0.25278628,0.21702196,0.17826359,0.217607,0.17013305,0.1948925,0.18099809,0.18050481,0.20205408,0.23720625,0.2153114,0.16616447,0.16646841,0.15818049,0.19672091,0.20953253,0.20395553,0.17672566,0.20325498,0.23216577,0.2573043,0.2144762,0.18943255,0.19295175,0.21247572,0.21115333,0.17996514,0.1708161,0.22627874,0.10327319
undercover,fall-2019-menswear,58,0.18118463,0.251282,0.21822093,0.1832395,0.23002672,0.17773952,0.20236318,0.18008202,0.18735765,0.20361531,0.245693,0.21766333,0.16972233,0.14095102,0.17889379,0.18405932,0.24516673,0.19426666,0.20079617,0.22227755,0.23995781,0.2589092,0.20631461,0.19073935,0.21688339,0.21911755,0.21400103,0.2083247,0.17051722,0.23525748,0.15695547
undercover,fall-2020-menswear,52,0.17572612,0.2507367,0.2417374,0.2062925,0.2201023,0.18839814,0.22122344,0.1729075,0.1878124,0.21404336,0.2628052,0.22413765,0.17808913,0.16445316,0.20706442,0.17780097,0.24598448,0.20344187,0.18347022,0.24117771,0.2444272,0.27311993,0.19736823,0.1890582,0.21084033,0.2260066,0.23346886,0.2037542,0.18939319,0.23562159,0.15799958
undercover,fall-2021-menswear,41,0.18974356,0.24116293,0.2344389,0.18267077,0.23331559,0.18515787,0.1975562,0.17696548,0.19048323,0.22214659,0.23867191,0.24911948,0.20563598,0.15528126,0.22357853,0.15676646,0.23323222,0.18655255,0.17799364,0.19972685,0.24607842,0.24758886,0.19656517,0.17229687,0.20296799,0.24791369,0.22122322,0.18137002,0.18205355,0.25612625,0.13127637
undercover,fall-2022-menswear,34,0.18585673,0.2468118,0.20699027,0.155606,0.2347957,0.16468611,0.17759678,0.18319944,0.1883901,0.20537901,0.23099795,0.23635705,0.1793029,0.13650748,0.16321993,0.17764933,0.21707849,0.1974603,0.17745008,0.2026899,0.22697534,0.23303229,0.19503517,0.15897332,0.17547315,0.24000143,0.18649518,0.2108603,0.18067338,0.24685653,0.13553287
undercover,fall-2023-menswear,53,0.19214174,0.23343188,0.22845191,0.16767323,0.23136388,0.17954358,0.19197088,0.18458672,0.2006289,0.21902654,0.23381752,0.23691185,0.18678495,0.16499689,0.1998618,0.18155538,0.23190369,0.18415192,0.16855061,0.19954422,0.23079728,0.24149793,0.19490916,0.17221487,0.18735617,0.24561892,0.20369141,0.19747272,0.19182093,0.23946458,0.14189965
undercover,fall-2024-menswear,56,0.19020142,0.23300257,0.21273895,0.16454437,0.23170711,0.17750326,0.19782555,0.18694411,0.18195806,0.2069807,0.21842574,0.23274699,0.19901393,0.15409677,0.20818484,0.15881097,0.25087753,0.19092478,0.19331214,0.18446055,0.2278271,0.23071806,0.1775948,0.16281484,0.17585266,0.2320044,0.21930905,0.20355427,0.18643858,0.2537623,0.16006048
undercover,fall-2025-menswear,48,0.1866771,0.23507737,0.23057638,0.18329811,0.21868807,0.18916482,0.1988955,0.18592255,0.18882559,0.21115668,0.23684698,0.23522264,0.18776548,0.15721111,0.19438957,0.18994321,0.26564732,0.21467839,0.19467644,0.21825987,0.24056166,0.2545707,0.20430447,0.18531674,0.20873074,0.23435728,0.22411622,0.21457575,0.20047088,0.24737543,0.14940898
undercover,fall-2026-menswear,56,0.18261583,0.2461377,0.24253985,0.18575,0.21007778,0.1980025,0.19241288,0.19089217,0.17685594,0.22106211,0.23659945,0.24841547,0.23078473,0.14308493,0.19981012,0.14319395,0.24157669,0.16802266,0.18610226,0.19602525,0.24079943,0.23932628,0.1766088,0.19315349,0.19493857,0.24525677,0.2175192,0.17117094,0.1950432,0.22632946,0.13907455
undercover,pre-fall-2023-menswear,26,0.19161098,0.25535434,0.2081506,0.15991299,0.22293542,0.18222615,0.17280461,0.1806675,0.19059268,0.20195629,0.23194888,0.25283453,0.1896727,0.14402436,0.20572646,0.18422571,0.24457996,0.16569155,0.18053927,0.18057583,0.24119788,0.23357655,0.19127613,0.14632885,0.17779835,0.253226,0.19538116,0.19800344,0.17217842,0.26431563,0.12791453
undercover,pre-fall-2024-menswear,21,0.19677265,0.24051467,0.22281507,0.1601986,0.22914514,0.17559756,0.18753767,0.18482076,0.18283074,0.20808022,0.23451217,0.24655928,0.20947674,0.13870466,0.19413003,0.17800586,0.2387255,0.22018029,0.1752834,0.2066607,0.23080267,0.23855856,0.18707125,0.16186674,0.17688443,0.24627301,0.2139157,0.21698968,0.193619,0.25455505,0.15385523
undercover,pre-fall-2025-menswear,29,0.19851427,0.24508171,0.21717249,0.18297748,0.2357275,0.20376417,0.21476907,0.19782117,0.18637449,0.20986034,0.21639265,0.2344329,0.21654156,0.14997144,0.18682824,0.16201314,0.25893778,0.18973349,0.19930169,0.19327022,0.22766265,0.24865067,0.19629124,0.16311538,0.19827282,0.24398835,0.21802723,0.23402427,0.21405412,0.23750086,0.18424205
undercover,pre-fall-2026-menswear,35,0.1963316,0.23231117,0.22576402,0.14964005,0.2024774,0.17609805,0.17311507,0.17511143,0.15650839,0.20261592,0.18056059,0.24520135,0.26575592,0.14404334,0.1480646,0.12313777,0.21390688,0.15371281,0.17873822,0.15783657,0.22439946,0.23573819,0.16816977,0.14088854,0.14736463,0.24312711,0.19583568,0.18854024,0.20602915,0.2420457,0.14798027
undercover,resort-2024-menswear,27,0.17657308,0.22842461,0.19495757,0.15096979,0.19236696,0.18703312,0.17929786,0.17893858,0.15785198,0.19548096,0.20440127,0.23612754,0.16106138,0.13436392,0.1792101,0.17494743,0.229282,0.17603433,0.19010216,0.20100777,0.21716768,0.21879694,0.17705014,0.17573105,0.19064589,0.22372028,0.19924921,0.20233986,0.1544492,0.24178497,0.12555377
undercover,resort-2025-menswear,24,0.20533085,0.2524774,0.25072685,0.18618093,0.20754142,0.20613033,0.2041381,0.19376242,0.18080859,0.22541755,0.23372336,0.24857448,0.23561041,0.18483287,0.19448948,0.16250502,0.23795234,0.18533061,0.19969755,0.19786812,0.26187864,0.26776445,0.20232844,0.1665395,0.19058554,0.24790995,0.23060735,0.19156046,0.19762987,0.26087055,0.13079922
undercover,resort-2026-menswear,33,0.19279882,0.27251342,0.23504567,0.19569083,0.20857635,0.21542078,0.1894606,0.18613859,0.18389337,0.23199692,0.23578556,0.2591551,0.22671723,0.18111882,0.20624849,0.17541246,0.26898313,0.18232779,0.20544244,0.20787162,0.2545014,0.25726196,0.2119827,0.18973404,0.19566062,0.26637197,0.22940622,0.20513584,0.20068039,0.2571446,0.15304382
undercover,spring-2015-menswear,35,0.20760205,0.21394096,0.21266095,0.15666465,0.22345194,0.17627598,0.19556333,0.19454774,0.19652227,0.20998147,0.23589937,0.22892587,0.17484958,0.124359295,0.19646479,0.20735304,0.22053115,0.21384163,0.18235704,0.2136174,0.2263384,0.22204301,0.22504312,0.17921142,0.19709279,0.23757274,0.20280354,0.22334902,0.18248737,0.25195515,0.13857181
undercover,spring-2016-menswear,37,0.20995192,0.21558356,0.21412447,0.16062222,0.20440836,0.17961366,0.19119237,0.19097662,0.18741731,0.20789409,0.22733882,0.22329722,0.19308345,0.13698068,0.18444486,0.19092867,0.21237701,0.20067121,0.17644002,0.19936915,0.21833628,0.23293276,0.20641209,0.17527033,0.18985495,0.2392581,0.21457033,0.22023578,0.19148575,0.24836063,0.14305197
undercover,spring-2017-menswear,47,0.17228332,0.22182244,0.21161617,0.14628159,0.18205227,0.17505641,0.1564044,0.17981309,0.17830664,0.22465649,0.2208151,0.21421818,0.14174543,0.14114057,0.21195008,0.1817375,0.2412119,0.1812338,0.19365625,0.22558182,0.23362838,0.24353045,0.19966042,0.18227088,0.199164,0.22477588,0.22682503,0.17425671,0.1577359,0.24168687,0.095976725
undercover,spring-2018-menswear,33,0.19850884,0.23738107,0.21080746,0.16296822,0.21663222,0.18001457,0.18895394,0.19308022,0.20233636,0.21428657,0.245103,0.22913702,0.18422693,0.14112464,0.15919839,0.1827906,0.21928556,0.20990847,0.19164626,0.21454579,0.22845733,0.25141397,0.21149564,0.17394355,0.19610879,0.2337343,0.19473398,0.23434485,0.16560149,0.2547908,0.14876062
undercover,spring-2019-menswear,48,0.19775246,0.24634947,0.22640057,0.1892612,0.21062385,0.18412505,0.21046068,0.20439476,0.18038838,0.20317096,0.23437303,0.22237732,0.1750213,0.16115053,0.17020892,0.18274046,0.22108297,0.1996764,0.21493095,0.21866848,0.24500166,0.2751967,0.2258653,0.19933026,0.21981697,0.21635865,0.21879649,0.22296311,0.18037124,0.24231231,0.1273958
undercover,spring-2020-menswear,52,0.19720681,0.21990196,0.24786189,0.19221593,0.2004246,0.18194972,0.21576573,0.18637124,0.1377717,0.17841437,0.2006979,0.21398053,0.26520082,0.1423304,0.13697492,0.12629145,0.20990123,0.16833782,0.16757037,0.14216985,0.21943395,0.2523746,0.18316647,0.16151665,0.16407155,0.21863198,0.20906001,0.16299604,0.22815181,0.202866,0.15939428
undercover,spring-2021-menswear,42,0.2056473,0.25335297,0.22887586,0.18537447,0.21756138,0.19317709,0.18727477,0.20021927,0.20474122,0.23873034,0.23422055,0.26222003,0.17403711,0.16521394,0.21796526,0.19155684,0.2771891,0.2044366,0.17860332,0.21281485,0.23960526,0.24563949,0.21084143,0.19144061,0.20626827,0.2712243,0.22413345,0.21397479,0.21047163,0.25949603,0.1426603
undercover,spring-2022-menswear,45,0.18694852,0.24519375,0.21836853,0.16340971,0.2085231,0.18426457,0.17736971,0.17747444,0.18415299,0.22112507,0.20809574,0.24010386,0.18669726,0.14528893,0.22087146,0.13912691,0.24690382,0.17506012,0.1797021,0.19216347,0.22937001,0.2355406,0.17119297,0.1636396,0.17795372,0.24418147,0.2160888,0.18007244,0.18117303,0.2504993,0.13421911
undercover,spring-2023-menswear,54,0.19562447,0.25874642,0.23795608,0.19282967,0.20361239,0.2084635,0.18769504,0.19043884,0.1848179,0.22907712,0.23621827,0.25558084,0.19461109,0.17311099,0.22517069,0.18278277,0.26246202,0.19267796,0.20686665,0.2038534,0.25332436,0.25864828,0.19659702,0.1819318,0.21614264,0.25049683,0.23161773,0.20096385,0.19490932,0.26107886,0.14417402
undercover,spring-2024-menswear,57,0.2009965,0.25422108,0.25612548,0.20641053,0.21506393,0.22390845,0.20507753,0.18628742,0.19112088,0.22929649,0.23151755,0.26327932,0.23240249,0.18563849,0.18611167,0.15302083,0.2611379,0.18143588,0.21300733,0.2094928,0.2642172,0.26932898,0.2079691,0.18837738,0.22127314,0.25810993,0.20435035,0.20835881,0.20298071,0.25672978,0.16807029
undercover,spring-2025-menswear,54,0.19742203,0.27791196,0.24411337,0.22657406,0.20748195,0.23150113,0.20551822,0.20391436,0.18975307,0.23669818,0.23422684,0.24691786,0.18778884,0.18354651,0.22165562,0.17062312,0.25926417,0.19743218,0.2190374,0.21822327,0.26502374,0.28581178,0.20807017,0.22125971,0.22611248,0.24027479,0.25338235,0.1844738,0.20281404,0.23846263,0.14165837
undercover,spring-2026-menswear,51,0.1920507,0.25868767,0.22129221,0.17008707,0.20257416,0.19024639,0.18185584,0.19684352,0.1846178,0.22354656,0.21650423,0.24649109,0.20099393,0.15365218,0.19462018,0.1593919,0.2532402,0.18337318,0.20227776,0.20087053,0.23829885,0.24703677,0.19143419,0.1805706,0.19214453,0.24972309,0.20971997,0.20377521,0.1842561,0.25691646,0.12726553
visvim,fall-2018-menswear,20,0.1799135,0.2350442,0.19902414,0.17781433,0.22452669,0.18405221,0.17505105,0.18206646,0.19347218,0.23293166,0.22366722,0.23374443,0.151573,0.14478755,0.23555847,0.15486315,0.2398709,0.19270398,0.18082604,0.2028723,0.22343424,0.21516243,0.18018743,0.16677687,0.17117189,0.2365377,0.21356419,0.19833775,0.17690781,0.22434072,0.1346403
visvim,spring-2017-menswear,30,0.19603632,0.24732514,0.22118111,0.18903355,0.18755683,0.19463915,0.18794231,0.21101485,0.18180114,0.23415424,0.2224215,0.23085961,0.17179114,0.1675939,0.18744883,0.16194433,0.20312412,0.18397431,0.18320735,0.18965912,0.24217325,0.24412483,0.22216615,0.20205101,0.18867634,0.23076035,0.21102418,0.17030296,0.18375498,0.24534246,0.0765517
yohji-yamamoto,fall-2005-menswear,46,0.1965272,0.2279636,0.23510222,0.17788579,0.21116963,0.17570701,0.1864331,0.16778414,0.16000217,0.19021136,0.22122224,0.22389397,0.2394412,0.15243515,0.16166952,0.1278672,0.185602,0.17351462,0.1432921,0.17115562,0.2177648,0.2453724,0.15969068,0.16140136,0.15506501,0.2272561,0.19758557,0.15525602,0.23878984,0.18805097,0.16890042
yohji-yamamoto,fall-2006-menswear,47,0.2085481,0.22669931,0.25874087,0.19727509,0.21790195,0.18522872,0.21109058,0.19148973,0.17457058,0.20306855,0.22255841,0.22346848,0.2549739,0.15635817,0.17454782,0.14856328,0.19076559,0.1878798,0.17149018,0.18448596,0.22300261,0.25989524,0.17643906,0.1748013,0.1637314,0.23429702,0.2157857,0.19100128,0.25362897,0.21227577,0.20564018
yohji-yamamoto,fall-2007-menswear,41,0.1989686,0.22797266,0.23813501,0.18732056,0.21783179,0.1722814,0.20529151,0.18354604,0.15830871,0.18594122,0.22877507,0.21742818,0.24922289,0.1449979,0.14107108,0.13981551,0.17397165,0.17156407,0.15690382,0.16843772,0.22091207,0.2446919,0.1728454,0.15070966,0.16280232,0.2201551,0.18843432,0.16780438,0.21756484,0.20637198,0.15462746
yohji-yamamoto,fall-2008-menswear,36,0.19116856,0.22350481,0.23595898,0.18399751,0.19041024,0.16590336,0.17714113,0.17041385,0.1492112,0.19046368,0.2215292,0.21072178,0.2111704,0.119219966,0.12594748,0.14078343,0.1752691,0.20265542,0.13626157,0.17189606,0.20732497,0.2413281,0.1485212,0.15641424,0.15366618,0.21916206,0.17689842,0.15047616,0.23542696,0.18097432,0.1530473
yohji-yamamoto,fall-2011-menswear,40,0.190474,0.22907682,0.24034488,0.18581657,0.20094486,0.16861959,0.17992806,0.16388232,0.16750106,0.187805,0.21380015,0.21861069,0.2132819,0.13841495,0.153479,0.13945879,0.1922972,0.18362102,0.15441415,0.17430161,0.21827741,0.252513,0.17251435,0.17016767,0.17332067,0.2169449,0.191331,0.16949198,0.22807851,0.19477706,0.15481927
yohji-yamamoto,fall-2012-menswear,40,0.20167652,0.225599,0.23875256,0.20194867,0.21636131,0.15997337,0.1924847,0.1696465,0.16504535,0.19152936,0.23616397,0.21275909,0.2185858,0.122500345,0.1929525,0.13208704,0.18403246,0.18624744,0.14320633,0.17751479,0.21951051,0.2529729,0.1514571,0.15845653,0.15644684,0.22585341,0.21718068,0.15772381,0.23655172,0.19181815,0.16977368
yohji-yamamoto,fall-2013-menswear,43,0.2149352,0.22331518,0.25037232,0.21223192,0.21592599,0.18646407,0.20352685,0.17673539,0.17863107,0.1962681,0.22886217,0.22397508,0.23250388,0.15789928,0.13601013,0.17631353,0.18806404,0.1978599,0.16255544,0.18971016,0.22672573,0.2520502,0.2004386,0.18518122,0.18033624,0.22577843,0.18609497,0.19015579,0.25817788,0.1959643,0.1797359
yohji-yamamoto,fall-2014-menswear,41,0.18485405,0.23060912,0.22650956,0.19891699,0.2128135,0.1756416,0.20496424,0.18099277,0.17736636,0.18438561,0.23871551,0.20237994,0.20049074,0.1126764,0.14922611,0.1675411,0.1893867,0.20782782,0.18126339,0.21552819,0.22883101,0.25878748,0.20111781,0.22402142,0.22941755,0.20038372,0.1952727,0.19473103,0.20166692,0.20390515,0.15069965
yohji-yamamoto,fall-2015-menswear,43,0.19674097,0.23548508,0.24942933,0.20679343,0.21726091,0.18360503,0.2010819,0.17960058,0.1553955,0.19357632,0.23434089,0.2214835,0.26083317,0.13984703,0.1457207,0.12878066,0.19899368,0.17025554,0.16623005,0.17316425,0.2364171,0.269715,0.16642994,0.1552136,0.15972418,0.2269264,0.20740567,0.17289542,0.24389954,0.19485849,0.17139946
yohji-yamamoto,fall-2016-menswear,41,0.19229849,0.23894885,0.24227908,0.19895536,0.23091586,0.17233948,0.20173745,0.17209238,0.17874163,0.19854967,0.2368268,0.2135268,0.255411,0.14320545,0.15373282,0.12601215,0.19652395,0.16890006,0.17174625,0.18287982,0.23760612,0.27440593,0.18159753,0.16708265,0.17949104,0.22799766,0.20089456,0.16742674,0.20081852,0.21000049,0.16234683
yohji-yamamoto,fall-2017-menswear,45,0.17715052,0.24398904,0.23066482,0.20493753,0.21955113,0.16336964,0.18952881,0.1674324,0.16124047,0.20202179,0.23206559,0.21327288,0.23151082,0.1485066,0.15078415,0.13280313,0.19836204,0.17502329,0.16947816,0.18304613,0.22931123,0.25168684,0.17583929,0.16916843,0.1783138,0.21847475,0.19733988,0.15482745,0.20362104,0.19841385,0.14317437
yohji-yamamoto,fall-2018-menswear,44,0.17526579,0.23957402,0.24074803,0.2181314,0.20359774,0.18943204,0.19594654,0.16540867,0.15652528,0.18341587,0.23472048,0.21957454,0.25125593,0.13937841,0.12314646,0.14508969,0.18033153,0.17117481,0.173054,0.18429106,0.23298559,0.24931002,0.17685594,0.17541233,0.18418457,0.20880602,0.18973134,0.1613206,0.21268591,0.18538728,0.1585059
yohji-yamamoto,fall-2019-menswear,38,0.17878671,0.23304917,0.2471707,0.20790629,0.2297169,0.17309229,0.21747036,0.16733155,0.16987063,0.19523518,0.23075525,0.21124202,0.28024855,0.14077763,0.14110084,0.13352984,0.19383089,0.17327054,0.1871352,0.1792908,0.22912976,0.2625108,0.17557524,0.17188656,0.18301088,0.21430139,0.21612476,0.19281387,0.21037355,0.20065121,0.20378023
yohji-yamamoto,fall-2020-menswear,41,0.16955552,0.24379702,0.23679759,0.21070004,0.23010866,0.17759335,0.20893213,0.17059073,0.16474198,0.1939335,0.23816222,0.21906932,0.25516337,0.12022502,0.15640065,0.13295817,0.2079588,0.19246545,0.18384112,0.1941948,0.2363793,0.26791942,0.17830239,0.17245066,0.19114445,0.21278256,0.2070183,0.19370452,0.19596665,0.20366855,0.16181429
yohji-yamamoto,fall-2021-menswear,26,0.1906195,0.23737346,0.26390696,0.22982231,0.24975795,0.18729872,0.25503558,0.1845931,0.16468312,0.20457968,0.239335,0.21682467,0.2821388,0.15643841,0.113763005,0.13259338,0.23474437,0.17415826,0.21018298,0.20097058,0.24765474,0.28403202,0.19528614,0.15666316,0.18706402,0.21902584,0.19256292,0.23785353,0.22810473,0.21917191,0.25278246
yohji-yamamoto,fall-2022-menswear,40,0.19061968,0.23527923,0.2548439,0.21459933,0.23628724,0.18783595,0.2242984,0.18154582,0.16934162,0.21049659,0.24151108,0.21874328,0.24428189,0.13478132,0.17690861,0.12907274,0.24181524,0.1785486,0.18167624,0.2019021,0.24217722,0.27729428,0.17592809,0.16913788,0.19349122,0.23133607,0.20410661,0.19237812,0.21940055,0.20472047,0.1935638
yohji-yamamoto,fall-2023-menswear,40,0.17120793,0.24276146,0.24221286,0.21325338,0.21298794,0.17630748,0.19253355,0.16016486,0.16578332,0.19563368,0.24212173,0.21870032,0.23533693,0.10409342,0.16059634,0.13153836,0.20265302,0.18226586,0.17400385,0.19690333,0.24004571,0.26524192,0.16682483,0.1772986,0.18955453,0.21327043,0.20493238,0.17352906,0.2059259,0.19318187,0.16228437
yohji-yamamoto,fall-2024-menswear,38,0.17870553,0.24757649,0.24036294,0.20547555,0.22704569,0.18324365,0.21057704,0.17573643,0.15758571,0.21202388,0.2324363,0.22310363,0.23285465,0.14536755,0.17775449,0.13360286,0.21671951,0.1835612,0.1843239,0.19193919,0.24102578,0.26814973,0.17520577,0.17087157,0.18443447,0.2233006,0.21515651,0.18675637,0.21116352,0.21147911,0.16920404
yohji-yamamoto,fall-2025-menswear,36,0.1720257,0.23765397,0.22528884,0.17727126,0.2372307,0.15135878,0.20454253,0.17014198,0.15427326,0.18887326,0.24136424,0.20478506,0.22110005,0.13900892,0.17710248,0.11940597,0.20475297,0.18982013,0.17873403,0.18082209,0.22989035,0.25932115,0.16704994,0.1638286,0.1595481,0.21082675,0.24805927,0.17846107,0.18917312,0.2079639,0.137608
yohji-yamamoto,fall-2026-menswear,43,0.17750962,0.24946843,0.21839023,0.18854669,0.22586931,0.17090984,0.2047121,0.1762494,0.14870074,0.19654147,0.2226388,0.21165025,0.22359835,0.14323473,0.17217226,0.12798056,0.21669556,0.18550183,0.17788604,0.18021734,0.22931512,0.26530468,0.17028728,0.16866474,0.17697175,0.21835944,0.2373589,0.17831545,0.19665404,0.21167211,0.14516047
yohji-yamamoto,spring-2005-menswear,44,0.20342831,0.24555312,0.22611356,0.18615629,0.18307452,0.18812011,0.18681417,0.21310653,0.16032498,0.21823311,0.24006905,0.22184429,0.17804956,0.19209638,0.17558406,0.14320657,0.21774355,0.18611775,0.18585157,0.19718786,0.23642817,0.26027,0.17915724,0.18130709,0.16314517,0.23095427,0.2127212,0.16670156,0.2272388,0.22398974,0.115899436
yohji-yamamoto,spring-2006-menswear,47,0.20171618,0.25762227,0.24522883,0.197321,0.18875979,0.2013763,0.19839162,0.19541825,0.15683381,0.21116166,0.23055245,0.22578956,0.22616762,0.18234129,0.17881255,0.13933896,0.206523,0.17417388,0.17831714,0.18601939,0.2395258,0.27324307,0.17857872,0.16853222,0.16706516,0.2362302,0.22158167,0.1830044,0.22133346,0.22386378,0.1460133
